exploratory	EP_PlotID	plant_genus	plant_species	inflorescences_qcm	survey	date
Hainich	HEG32	Convolvulus	Convolvulus arvensis	10	4	8/19/2009 12:00:00 AM
Hainich	HEG32	Crepis	Crepis biennis	950	1	7/27/2009 12:00:00 AM
Hainich	HEG32	Crepis	Crepis biennis	180	2	8/4/2009 12:00:00 AM
Hainich	HEG32	Crepis	Crepis biennis	700	3	8/9/2009 12:00:00 AM
Hainich	HEG32	Crepis	Crepis biennis	120	4	8/19/2009 12:00:00 AM
Hainich	HEG32	Pastinaca	Pastinaca sativa	20	1	7/27/2009 12:00:00 AM
Hainich	HEG32	Pastinaca	Pastinaca sativa	130	2	8/4/2009 12:00:00 AM
Hainich	HEG32	Pastinaca	Pastinaca sativa	40	3	8/9/2009 12:00:00 AM
Hainich	HEG32	Pastinaca	Pastinaca sativa	25	4	8/19/2009 12:00:00 AM
Hainich	HEG32	Trifolium	Trifolium hybridum	20	2	8/4/2009 12:00:00 AM
Hainich	HEG32	Trifolium	Trifolium hybridum	10	3	8/9/2009 12:00:00 AM
Hainich	HEG32	Trifolium	Trifolium pratense	50	1	7/27/2009 12:00:00 AM
Hainich	HEG32	Trifolium	Trifolium pratense	30	2	8/4/2009 12:00:00 AM
Hainich	HEG32	Trifolium	Trifolium pratense	10	4	8/19/2009 12:00:00 AM
Hainich	HEG32	Trifolium	Trifolium repens	40	1	7/27/2009 12:00:00 AM
Hainich	HEG32	Trifolium	Trifolium repens	20	2	8/4/2009 12:00:00 AM
Hainich	HEG34	Crepis	Crepis biennis	1210	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Crepis	Crepis biennis	360	2	8/1/2009 12:00:00 AM
Hainich	HEG34	Crepis	Crepis biennis	200	3	8/6/2009 12:00:00 AM
Hainich	HEG34	Heracleum	Heracleum sphondylium	10	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Lotus	Lotus corniculatus	100	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Lotus	Lotus corniculatus	50	2	8/1/2009 12:00:00 AM
Hainich	HEG34	Lotus	Lotus corniculatus	190	3	8/6/2009 12:00:00 AM
Hainich	HEG34	Medicago	Medicago lupulina	20	2	8/1/2009 12:00:00 AM
Hainich	HEG34	Odontites	Odontites vulgaris	30	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Odontites	Odontites vulgaris	40	2	8/1/2009 12:00:00 AM
Hainich	HEG34	Odontites	Odontites vulgaris	30	3	8/6/2009 12:00:00 AM
Hainich	HEG34	Plantago	Plantago lanceolata	20	3	8/6/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium campestre	50	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium fragiferum	65	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium fragiferum	60	2	8/1/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium fragiferum	110	3	8/6/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium pratense	75	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium pratense	90	2	8/1/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium pratense	170	3	8/6/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium repens	3150	1	7/26/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium repens	880	2	8/1/2009 12:00:00 AM
Hainich	HEG34	Trifolium	Trifolium repens	870	3	8/6/2009 12:00:00 AM
Hainich	HEG34	Vicia	Vicia cracca	10	3	8/6/2009 12:00:00 AM
Hainich	HEG35	Achillea	Achillea millefolium agg.	80	1	7/24/2009 12:00:00 AM
Hainich	HEG35	Achillea	Achillea millefolium agg.	250	2	8/1/2009 12:00:00 AM
Hainich	HEG35	Achillea	Achillea millefolium agg.	720	3	8/7/2009 12:00:00 AM
Hainich	HEG35	Achillea	Achillea millefolium agg.	450	4	8/15/2009 12:00:00 AM
Hainich	HEG35	Arctium	Arctium tomentosum	10	1	7/24/2009 12:00:00 AM
Hainich	HEG35	Arctium	Arctium tomentosum	30	2	8/1/2009 12:00:00 AM
Hainich	HEG35	Arctium	Arctium tomentosum	50	3	8/7/2009 12:00:00 AM
Hainich	HEG35	Arctium	Arctium tomentosum	150	4	8/15/2009 12:00:00 AM
Hainich	HEG35	Carum	Carum carvi	70	3	8/7/2009 12:00:00 AM
Hainich	HEG35	Cirsium	Cirsium arvense	10	4	8/15/2009 12:00:00 AM
Hainich	HEG35	Heracleum	Heracleum sphondylium	10	1	7/24/2009 12:00:00 AM
Hainich	HEG35	Heracleum	Heracleum sphondylium	150	2	8/1/2009 12:00:00 AM
Hainich	HEG35	Heracleum	Heracleum sphondylium	600	3	8/7/2009 12:00:00 AM
Hainich	HEG35	Heracleum	Heracleum sphondylium	150	4	8/15/2009 12:00:00 AM
Hainich	HEG35	Lotus	Lotus corniculatus	10	3	8/7/2009 12:00:00 AM
Hainich	HEG35	Pimpinella	Pimpinella saxifraga	30	2	8/1/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium pratense	35	1	7/24/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium pratense	70	2	8/1/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium pratense	70	3	8/7/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium pratense	100	4	8/15/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium repens	2300	1	7/24/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium repens	1050	2	8/1/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium repens	1200	3	8/7/2009 12:00:00 AM
Hainich	HEG35	Trifolium	Trifolium repens	300	4	8/15/2009 12:00:00 AM
Hainich	HEG35	Ranunculus		20	1	7/24/2009 12:00:00 AM
Hainich	HEG37	Achillea	Achillea millefolium agg.	40	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Agrimonia	Agrimonia eupatoria	10	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Agrimonia	Agrimonia eupatoria	20	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Centaurea	Centaurea jacea	10	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Convolvulus	Convolvulus arvensis	10	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Crepis	Crepis biennis	50	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Crepis	Crepis biennis	30	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Crepis	Crepis biennis	350	4	8/20/2009 12:00:00 AM
Hainich	HEG37	Daucus	Daucus carota	150	1	7/27/2009 12:00:00 AM
Hainich	HEG37	Daucus	Daucus carota	300	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Daucus	Daucus carota	400	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Lotus	Lotus corniculatus	60	1	7/27/2009 12:00:00 AM
Hainich	HEG37	Lotus	Lotus corniculatus	250	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Lotus	Lotus corniculatus	50	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Medicago	Medicago lupulina	30	1	7/27/2009 12:00:00 AM
Hainich	HEG37	Medicago	Medicago lupulina	20	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Pastinaca	Pastinaca sativa	20	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Pastinaca	Pastinaca sativa	60	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Pimpinella	Pimpinella saxifraga	50	4	8/20/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium pratense	150	1	7/27/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium pratense	200	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium pratense	200	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium pratense	20	4	8/20/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium repens	150	1	7/27/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium repens	50	2	8/5/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium repens	30	3	8/9/2009 12:00:00 AM
Hainich	HEG37	Trifolium	Trifolium repens	50	4	8/20/2009 12:00:00 AM
Hainich	HEG37	Vicia	Vicia cracca	15	2	8/5/2009 12:00:00 AM
Hainich	HEG4	Achillea	Achillea millefolium agg.	80	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Achillea	Achillea millefolium agg.	100	2	8/1/2009 12:00:00 AM
Hainich	HEG4	Arctium	Arctium tomentosum	40	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Arctium	Arctium tomentosum	90	2	8/1/2009 12:00:00 AM
Hainich	HEG4	Arctium	Arctium tomentosum	40	4	8/15/2009 12:00:00 AM
Hainich	HEG4	Cirsium	Cirsium arvense	25	2	8/1/2009 12:00:00 AM
Hainich	HEG4	Cirsium	Cirsium arvense	20	4	8/15/2009 12:00:00 AM
Hainich	HEG4	Crepis	Crepis biennis	45	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Crepis	Crepis biennis	210	2	8/1/2009 12:00:00 AM
Hainich	HEG4	Crepis	Crepis biennis	20	4	8/15/2009 12:00:00 AM
Hainich	HEG4	Heracleum	Heracleum sphondylium	5000	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Heracleum	Heracleum sphondylium	4000	2	8/1/2009 12:00:00 AM
Hainich	HEG4	Heracleum	Heracleum sphondylium	40	4	8/15/2009 12:00:00 AM
Hainich	HEG4	Achillea	Achillea millefolium agg.	20	4	8/15/2009 12:00:00 AM
Hainich	HEG4	Pastinaca	Pastinaca sativa	30	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Trifolium	Trifolium pratense	10	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Trifolium	Trifolium pratense	50	2	8/1/2009 12:00:00 AM
Hainich	HEG4	Trifolium	Trifolium repens	40	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Ranunculus		10	1	7/23/2009 12:00:00 AM
Hainich	HEG4	Ranunculus		10	2	8/1/2009 12:00:00 AM
Hainich	HEG42	Achillea	Achillea millefolium agg.	250	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Achillea	Achillea millefolium agg.	450	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Achillea	Achillea millefolium agg.	500	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Achillea	Achillea millefolium agg.	100	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Agrimonia	Agrimonia eupatoria	340	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Agrimonia	Agrimonia eupatoria	200	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Agrimonia	Agrimonia eupatoria	350	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Centaurea	Centaurea jacea	50	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Centaurea	Centaurea jacea	900	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Centaurea	Centaurea jacea	4800	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Centaurea	Centaurea jacea	2650	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Cichorium	Cichorium intybus	20	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Cichorium	Cichorium intybus	180	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Cirsium	Cirsium acaule	30	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Crepis	Crepis biennis	45	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Crepis	Crepis biennis	800	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Crepis	Crepis biennis	1200	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Crepis	Crepis biennis	400	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Daucus	Daucus carota	50	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Daucus	Daucus carota	870	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Daucus	Daucus carota	300	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Daucus	Daucus carota	600	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Hieracium	Hypericum perforatum	100	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Hypericum	Hypericum perforatum	100	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Hypericum	Hypericum perforatum	20	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Lotus	Lotus corniculatus	650	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Lotus	Lotus corniculatus	2900	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Lotus	Lotus corniculatus	2200	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Lotus	Lotus corniculatus	2000	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Medicago	Medicago lupulina	50	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Odontites	Odontites vulgaris	100	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Pastinaca	Pastinaca sativa	100	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Pimpinella	Pimpinella saxifraga	350	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Pimpinella	Pimpinella saxifraga	1300	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Pimpinella	Pimpinella saxifraga	1300	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Pimpinella	Pimpinella saxifraga	200	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Plantago	Plantago media	30	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Plantago	Plantago media	60	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Prunella	Prunella vulgaris	60	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Prunella	Prunella vulgaris	20	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Prunella	Prunella vulgaris	200	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Senecio	Senecio jacobaea	20	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Senecio	Senecio jacobaea	30	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium pratense	180	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium pratense	550	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium pratense	570	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium pratense	300	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium repens	100	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium repens	60	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium repens	50	3	8/8/2009 12:00:00 AM
Hainich	HEG42	Trifolium	Trifolium repens	30	4	8/19/2009 12:00:00 AM
Hainich	HEG42	Vicia	Vicia cracca	20	1	7/27/2009 12:00:00 AM
Hainich	HEG42	Vicia	Vicia cracca	30	2	8/4/2009 12:00:00 AM
Hainich	HEG42	Vicia	Vicia cracca	100	3	8/8/2009 12:00:00 AM
Hainich	HEG43	Achillea	Achillea millefolium agg.	50	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Achillea	Achillea millefolium agg.	100	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Agrimonia	Agrimonia eupatoria	20	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Bellis	Bellis perennis	20	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Campanula	Campanula rotundifolia	25	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Campanula	Campanula rotundifolia	40	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Centaurea	Centaurea jacea	120	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Centaurea	Centaurea jacea	20	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Centaurea	Centaurea scabiosa	10	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Centaurea	Centaurea scabiosa	20	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Centaurium	Centaurium erythraea	30	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Centaurium	Centaurium erythraea	5	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Leucanthemum	Leucanthemum vulgare	135	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Leucanthemum	Leucanthemum vulgare	260	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Cirsium	Cirsium acaule	20	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Cirsium	Cirsium acaule	50	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Cirsium	Cirsium acaule	10	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Crepis	Crepis biennis	10	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Daucus	Daucus carota	300	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Hypericum	Hypericum perforatum	20	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Hypericum	Hypericum perforatum	20	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Knautia	Knautia arvensis	30	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Lotus	Lotus corniculatus	250	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Lotus	Lotus corniculatus	450	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Lotus	Lotus corniculatus	50	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Medicago	Medicago falcata	50	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Odontites	Odontites vulgaris	10	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Ononis	Ononis spinosa	430	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Ononis	Ononis spinosa	40	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Ononis	Ononis spinosa	1000	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Pimpinella	Pimpinella saxifraga	220	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Pimpinella	Pimpinella saxifraga	700	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Pimpinella	Pimpinella saxifraga	100	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Plantago	Plantago media	20	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Plantago	Plantago media	40	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Senecio	Senecio jacobaea	10	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Trifolium	Trifolium campestre	30	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Trifolium	Trifolium pratense	310	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Trifolium	Trifolium pratense	100	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Trifolium	Trifolium pratense	15	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Trifolium	Trifolium repens	50	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Vicia	Vicia cracca	80	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Vicia	Vicia cracca	10	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Campanula		10	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Leontodon	Leontodon hispidus	70	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Leontodon	Leontodon hispidus	280	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Thymus	Thymus pulegioides	400	1	7/26/2009 12:00:00 AM
Hainich	HEG43	Thymus	Thymus pulegioides	100	2	8/4/2009 12:00:00 AM
Hainich	HEG43	Thymus	Thymus pulegioides	10	4	8/19/2009 12:00:00 AM
Hainich	HEG43	Trifolium		40	4	8/19/2009 12:00:00 AM
Hainich	HEG44	Achillea	Achillea millefolium agg.	50	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Achillea	Achillea millefolium agg.	160	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Agrimonia	Agrimonia eupatoria	60	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Agrimonia	Agrimonia eupatoria	140	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Carduus	Carduus ancanthoides	10	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Centaurea	Centaurea jacea	10	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Cirsium	Cirsium vulgare	25	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Crepis	Crepis biennis	20	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Crepis	Crepis biennis	225	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Daucus	Daucus carota	50	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Daucus	Daucus carota	310	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Galium	Galium verum	700	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Galium	Galium verum	450	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Geranium	Geranium dissectum	30	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Geranium	Geranium dissectum	30	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Hypericum	Hypericum perforatum	20	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Hypericum	Hypericum perforatum	70	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Lotus	Lotus corniculatus	280	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Lotus	Lotus corniculatus	290	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Medicago	Medicago lupulina	50	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Medicago	Medicago lupulina	50	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Pimpinella	Pimpinella saxifraga	550	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Plantago	Plantago media	50	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Plantago	Plantago media	40	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Scabiosa	Scabiosa columbaria	20	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Scabiosa	Scabiosa columbaria	10	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Trifolium	Trifolium campestre	100	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Trifolium	Trifolium campestre	270	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Trifolium	Trifolium pratense	110	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Trifolium	Trifolium pratense	120	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Trifolium	Trifolium repens	80	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Trifolium	Trifolium repens	45	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Vicia	Vicia cracca	10	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Vicia	Vicia cracca	10	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Campanula		20	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Euphrasia	Euphrasia officinalis ssp. rostkoviana	30	2	8/5/2009 12:00:00 AM
Hainich	HEG44	Galium	Galium mollugo agg.	30	1	7/27/2009 12:00:00 AM
Hainich	HEG44	Pimpinella	Pimpinella saxifraga	150	1	7/27/2009 12:00:00 AM
Hainich	HEG46	Achillea	Achillea millefolium agg.	30	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Achillea	Achillea millefolium agg.	50	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Achillea	Achillea millefolium agg.	100	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Achillea	Achillea millefolium agg.	30	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Agrimonia	Agrimonia eupatoria	30	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Agrimonia	Agrimonia eupatoria	20	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Carduus	Carduus ancanthoides	10	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Carum	Carum carvi	100	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Carum	Carum carvi	50	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Centaurea	Centaurea jacea	10	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Centaurea	Centaurea jacea	50	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Centaurea	Centaurea scabiosa	30	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Centaurea	Centaurea scabiosa	30	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Centaurea	Centaurea scabiosa	10	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Centaurea	Centaurea scabiosa	5	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Leucanthemum	Leucanthemum vulgare	220	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Leucanthemum	Leucanthemum vulgare	500	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Leucanthemum	Leucanthemum vulgare	500	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Leucanthemum	Leucanthemum vulgare	50	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Cichorium	Cichorium intybus	20	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Cichorium	Cichorium intybus	15	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Crepis	Crepis biennis	100	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Crepis	Crepis biennis	500	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Crepis	Crepis biennis	180	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Daucus	Daucus carota	250	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Daucus	Daucus carota	550	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Daucus	Daucus carota	2300	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Daucus	Daucus carota	300	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Dipsacus	Dipsacus sylvestris	10	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Genista	Genista tinctoria	20	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Genista	Genista tinctoria	20	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Hypericum	Hypericum perforatum	50	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Hypericum	Hypericum perforatum	20	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Lotus	Lotus corniculatus	20	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Lotus	Lotus corniculatus	200	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Lotus	Lotus corniculatus	20	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Medicago	Medicago falcata	50	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Medicago	Medicago lupulina	50	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Medicago	Medicago lupulina	70	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Medicago	Medicago sativa	30	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Medicago	Medicago sativa	120	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Medicago	Medicago sativa	40	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Ononis	Ononis spinosa	50	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Pimpinella	Pimpinella saxifraga	100	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Scabiosa	Scabiosa columbaria	60	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Scabiosa	Scabiosa columbaria	100	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Scabiosa	Scabiosa columbaria	40	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Scabiosa	Scabiosa columbaria	10	4	8/19/2009 12:00:00 AM
Hainich	HEG46	Senecio	Senecio erucifolius	20	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Trifolium	Trifolium pratense	20	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Trifolium	Trifolium pratense	20	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Vicia	Vicia cracca	40	1	7/26/2009 12:00:00 AM
Hainich	HEG46	Vicia	Vicia cracca	150	2	8/4/2009 12:00:00 AM
Hainich	HEG46	Vicia	Vicia cracca	50	3	8/8/2009 12:00:00 AM
Hainich	HEG46	Vicia	Vicia cracca	10	4	8/19/2009 12:00:00 AM
