record_no	exploratory	EP_PlotID	plant_genus	plant_species	no_inflorescences	inflorescences_qcm	sub_plot	survey	date	last_mowing
233	SchwaebischeAlb	AEG21	Trifolium	Trifolium pratense	4	8	realistic	3	9/10/2008 12:00:00 AM	
234	SchwaebischeAlb	AEG21	Trifolium	Trifolium repens	30	60	managed	3	9/10/2008 12:00:00 AM	8/18/2008
235	SchwaebischeAlb	AEG21	Trifolium	Trifolium repens	2	4	realistic	3	9/10/2008 12:00:00 AM	
236	SchwaebischeAlb	AEG21	Ranunculus		2	2	succession	1	7/4/2008 12:00:00 AM	
237	SchwaebischeAlb	AEG21	Ranunculus		5	5	realistic	2	8/16/2008 12:00:00 AM	
238	SchwaebischeAlb	AEG22	Campanula	Campanula rotundifolia	2	3	managed	1	6/28/2008 12:00:00 AM	
239	SchwaebischeAlb	AEG22	Campanula	Campanula rotundifolia	9	14	realistic	1	6/28/2008 12:00:00 AM	
240	SchwaebischeAlb	AEG22	Campanula	Campanula rotundifolia	1	2	succession	1	6/28/2008 12:00:00 AM	
241	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	300	33	managed	1	6/28/2008 12:00:00 AM	
242	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	110	12	realistic	1	6/28/2008 12:00:00 AM	
243	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	150	17	succession	1	6/28/2008 12:00:00 AM	
244	SchwaebischeAlb	AEG22	Hypericum	Hypericum perforatum	9	5	managed	1	6/28/2008 12:00:00 AM	
245	SchwaebischeAlb	AEG22	Knautia	Knautia arvensis	3	12	succession	1	6/28/2008 12:00:00 AM	
246	SchwaebischeAlb	AEG22	Lotus	Lotus corniculatus	325	325	managed	1	6/28/2008 12:00:00 AM	
247	SchwaebischeAlb	AEG22	Lotus	Lotus corniculatus	90	90	realistic	1	6/28/2008 12:00:00 AM	
248	SchwaebischeAlb	AEG22	Lotus	Lotus corniculatus	150	150	succession	1	6/28/2008 12:00:00 AM	
249	SchwaebischeAlb	AEG22	Rhinanthus	Rhinanthus alectorolophus	8	8	managed	1	6/28/2008 12:00:00 AM	
250	SchwaebischeAlb	AEG22	Rhinanthus	Rhinanthus alectorolophus	6	6	realistic	1	6/28/2008 12:00:00 AM	
251	SchwaebischeAlb	AEG22	Rhinanthus	Rhinanthus alectorolophus	9	9	succession	1	6/28/2008 12:00:00 AM	
252	SchwaebischeAlb	AEG22	Veronica	Veronica teucrium	6	2	managed	1	6/28/2008 12:00:00 AM	
253	SchwaebischeAlb	AEG22	Vicia	Vicia sepium	5	5	managed	1	6/28/2008 12:00:00 AM	
254	SchwaebischeAlb	AEG22	Achillea	Achillea millefolium	10	2	managed	2	8/11/2008 12:00:00 AM	6/30/2008
255	SchwaebischeAlb	AEG22	Campanula	Campanula rotundifolia	6	24	realistic	2	8/11/2008 12:00:00 AM	
256	SchwaebischeAlb	AEG22	Campanula	Campanula rotundifolia	3	5	succession	2	8/11/2008 12:00:00 AM	
257	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	600	67	managed	2	8/11/2008 12:00:00 AM	6/30/2008
258	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	600	67	realistic	2	8/11/2008 12:00:00 AM	
259	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	200	22	succession	2	8/11/2008 12:00:00 AM	
260	SchwaebischeAlb	AEG22	Geranium	Geranium pratense	4	16	managed	2	8/11/2008 12:00:00 AM	6/30/2008
261	SchwaebischeAlb	AEG22	Lotus	Lotus corniculatus	70	70	managed	2	8/11/2008 12:00:00 AM	6/30/2008
262	SchwaebischeAlb	AEG22	Lotus	Lotus corniculatus	50	50	realistic	2	8/11/2008 12:00:00 AM	
263	SchwaebischeAlb	AEG22	Lotus	Lotus corniculatus	24	24	succession	2	8/11/2008 12:00:00 AM	
264	SchwaebischeAlb	AEG22	Pimpinella	Pimpinella saxifraga	20	2	realistic	2	8/11/2008 12:00:00 AM	
265	SchwaebischeAlb	AEG22	Pimpinella	Pimpinella saxifraga	100	11	succession	2	8/11/2008 12:00:00 AM	
266	SchwaebischeAlb	AEG22	Plantago	Plantago lanceolata	20	40	managed	2	8/11/2008 12:00:00 AM	6/30/2008
267	SchwaebischeAlb	AEG22	Plantago	Plantago lanceolata	10	10	realistic	2	8/11/2008 12:00:00 AM	
268	SchwaebischeAlb	AEG22	Plantago	Plantago lanceolata	3	6	succession	2	8/11/2008 12:00:00 AM	
269	SchwaebischeAlb	AEG22	Plantago	Plantago media	1	4	managed	2	8/11/2008 12:00:00 AM	6/30/2008
270	SchwaebischeAlb	AEG22	Trifolium	Trifolium pratense	2	4	managed	2	8/11/2008 12:00:00 AM	6/30/2008
271	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	40	4	realistic	3	9/8/2008 12:00:00 AM	
272	SchwaebischeAlb	AEG22	Galium	Galium mollugo agg.	165	18	succession	3	9/8/2008 12:00:00 AM	
273	SchwaebischeAlb	AEG22	Geranium	Geranium molle	1	1	managed	3	9/8/2008 12:00:00 AM	8/13/2008
274	SchwaebischeAlb	AEG22	Geranium	Geranium pratense	4	16	succession	3	9/8/2008 12:00:00 AM	
275	SchwaebischeAlb	AEG22	Lotus	Lotus corniculatus	4	4	succession	3	9/8/2008 12:00:00 AM	
276	SchwaebischeAlb	AEG22	Pimpinella	Pimpinella saxifraga	50	4	realistic	3	9/8/2008 12:00:00 AM	
277	SchwaebischeAlb	AEG22	Trifolium	Trifolium pratense	4	8	managed	3	9/8/2008 12:00:00 AM	8/13/2008
278	SchwaebischeAlb	AEG22	Trifolium	Trifolium pratense	10	20	realistic	3	9/8/2008 12:00:00 AM	
279	SchwaebischeAlb	AEG25	Asperula	Asperula cynanchica	895	112	managed	1	7/5/2008 12:00:00 AM	
280	SchwaebischeAlb	AEG25	Asperula	Asperula cynanchica	720	90	realistic	1	7/5/2008 12:00:00 AM	
281	SchwaebischeAlb	AEG25	Asperula	Asperula cynanchica	1100	138	succession	1	7/5/2008 12:00:00 AM	
282	SchwaebischeAlb	AEG25	Bellis	Bellis perennis	3	3	succession	1	7/5/2008 12:00:00 AM	
283	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	5	8	managed	1	7/5/2008 12:00:00 AM	
284	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	4	6	realistic	1	7/5/2008 12:00:00 AM	
285	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	2	3	succession	1	7/5/2008 12:00:00 AM	
286	SchwaebischeAlb	AEG25	Galium	Galium verum	900	100	managed	1	7/5/2008 12:00:00 AM	
287	SchwaebischeAlb	AEG25	Galium	Galium verum	700	78	realistic	1	7/5/2008 12:00:00 AM	
288	SchwaebischeAlb	AEG25	Galium	Galium verum	1500	167	succession	1	7/5/2008 12:00:00 AM	
289	SchwaebischeAlb	AEG25	Geranium	Geranium robertianum	15	8	managed	1	7/5/2008 12:00:00 AM	
290	SchwaebischeAlb	AEG25	Hieracium	Hieracium pilosella	3	6	managed	1	7/5/2008 12:00:00 AM	
291	SchwaebischeAlb	AEG25	Hieracium	Hieracium pilosella	1	2	succession	1	7/5/2008 12:00:00 AM	
292	SchwaebischeAlb	AEG25	Hypericum	Hypericum perforatum	35	18	realistic	1	7/5/2008 12:00:00 AM	
293	SchwaebischeAlb	AEG25	Hypochaeris	Hypochaeris radicata	18	36	managed	1	7/5/2008 12:00:00 AM	
294	SchwaebischeAlb	AEG25	Hypochaeris	Hypochaeris radicata	20	40	realistic	1	7/5/2008 12:00:00 AM	
295	SchwaebischeAlb	AEG25	Hypochaeris	Hypochaeris radicata	5	10	succession	1	7/5/2008 12:00:00 AM	
296	SchwaebischeAlb	AEG25	Leucanthemum	Leucanthemum vulgare agg.	18	74	managed	1	7/5/2008 12:00:00 AM	
297	SchwaebischeAlb	AEG25	Leucanthemum	Leucanthemum vulgare agg.	50	200	realistic	1	7/5/2008 12:00:00 AM	
298	SchwaebischeAlb	AEG25	Leucanthemum	Leucanthemum vulgare agg.	30	120	succession	1	7/5/2008 12:00:00 AM	
299	SchwaebischeAlb	AEG25	Lotus	Lotus corniculatus	59	59	managed	1	7/5/2008 12:00:00 AM	
300	SchwaebischeAlb	AEG25	Lotus	Lotus corniculatus	38	38	realistic	1	7/5/2008 12:00:00 AM	
301	SchwaebischeAlb	AEG25	Lotus	Lotus corniculatus	75	75	succession	1	7/5/2008 12:00:00 AM	
302	SchwaebischeAlb	AEG25	Medicago	Medicago lupulina	30	8	managed	1	7/5/2008 12:00:00 AM	
303	SchwaebischeAlb	AEG25	Medicago	Medicago lupulina	11	3	realistic	1	7/5/2008 12:00:00 AM	
304	SchwaebischeAlb	AEG25	Medicago	Medicago lupulina	24	6	succession	1	7/5/2008 12:00:00 AM	
305	SchwaebischeAlb	AEG25	Potentilla	Potentilla erecta	3	3	managed	1	7/5/2008 12:00:00 AM	
306	SchwaebischeAlb	AEG25	Potentilla	Potentilla erecta	6	6	realistic	1	7/5/2008 12:00:00 AM	
307	SchwaebischeAlb	AEG25	Potentilla	Potentilla erecta	18	18	succession	1	7/5/2008 12:00:00 AM	
308	SchwaebischeAlb	AEG25	Ranunculus	Ranunculus bulbosus	11	11	managed	1	7/5/2008 12:00:00 AM	
309	SchwaebischeAlb	AEG25	Ranunculus	Ranunculus bulbosus	8	8	realistic	1	7/5/2008 12:00:00 AM	
310	SchwaebischeAlb	AEG25	Ranunculus	Ranunculus bulbosus	12	12	succession	1	7/5/2008 12:00:00 AM	
311	SchwaebischeAlb	AEG25	Stellaria	Stellaria graminea	15	4	realistic	1	7/5/2008 12:00:00 AM	
312	SchwaebischeAlb	AEG25	Stellaria	Stellaria graminea	12	3	succession	1	7/5/2008 12:00:00 AM	
313	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	980	123	managed	1	7/5/2008 12:00:00 AM	
314	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	600	75	realistic	1	7/5/2008 12:00:00 AM	
315	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	940	118	succession	1	7/5/2008 12:00:00 AM	
316	SchwaebischeAlb	AEG25	Trifolium	Trifolium pratense	15	30	managed	1	7/5/2008 12:00:00 AM	
317	SchwaebischeAlb	AEG25	Trifolium	Trifolium pratense	16	32	realistic	1	7/5/2008 12:00:00 AM	
318	SchwaebischeAlb	AEG25	Trifolium	Trifolium pratense	55	110	succession	1	7/5/2008 12:00:00 AM	
319	SchwaebischeAlb	AEG25	Trifolium	Trifolium repens	5	10	succession	1	7/5/2008 12:00:00 AM	
320	SchwaebischeAlb	AEG25	Veronica	Veronica teucrium	30	8	managed	1	7/5/2008 12:00:00 AM	
321	SchwaebischeAlb	AEG25	Vicia	Vicia sepium	3	3	succession	1	7/5/2008 12:00:00 AM	
322	SchwaebischeAlb	AEG25	Achillea	Achillea millefolium	30	5	succession	2	8/17/2008 12:00:00 AM	
323	SchwaebischeAlb	AEG25	Asperula	Asperula cynanchica	56	7	managed	2	8/17/2008 12:00:00 AM	7/12/2008
324	SchwaebischeAlb	AEG25	Asperula	Asperula cynanchica	250	31	realistic	2	8/17/2008 12:00:00 AM	
325	SchwaebischeAlb	AEG25	Asperula	Asperula cynanchica	70	9	succession	2	8/17/2008 12:00:00 AM	
326	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	112	168	managed	2	8/17/2008 12:00:00 AM	7/12/2008
327	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	60	90	realistic	2	8/17/2008 12:00:00 AM	
328	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	80	120	succession	2	8/17/2008 12:00:00 AM	
329	SchwaebischeAlb	AEG25	Carlina	Carlina acaulis	1	10	realistic	2	8/17/2008 12:00:00 AM	
330	SchwaebischeAlb	AEG25	Cirsium	Cirsium acaule	2	6	managed	2	8/17/2008 12:00:00 AM	7/12/2008
331	SchwaebischeAlb	AEG25	Cirsium	Cirsium acaule	2	3	realistic	2	8/17/2008 12:00:00 AM	
332	SchwaebischeAlb	AEG25	Cirsium	Cirsium acaule	2	6	succession	2	8/17/2008 12:00:00 AM	
333	SchwaebischeAlb	AEG25	Crepis	Crepis biennis	5	10	managed	2	8/17/2008 12:00:00 AM	7/12/2008
334	SchwaebischeAlb	AEG25	Crepis	Crepis biennis	40	80	realistic	2	8/17/2008 12:00:00 AM	
335	SchwaebischeAlb	AEG25	Crepis	Crepis biennis	1	2	succession	2	8/17/2008 12:00:00 AM	
336	SchwaebischeAlb	AEG25	Geranium	Geranium robertianum	6	3	managed	2	8/17/2008 12:00:00 AM	7/12/2008
337	SchwaebischeAlb	AEG25	Lotus	Lotus corniculatus	6	6	managed	2	8/17/2008 12:00:00 AM	7/12/2008
338	SchwaebischeAlb	AEG25	Lotus	Lotus corniculatus	3	3	realistic	2	8/17/2008 12:00:00 AM	
339	SchwaebischeAlb	AEG25	Lotus	Lotus corniculatus	21	21	succession	2	8/17/2008 12:00:00 AM	
340	SchwaebischeAlb	AEG25	Pimpinella	Pimpinella saxifraga	500	42	managed	2	8/17/2008 12:00:00 AM	7/12/2008
341	SchwaebischeAlb	AEG25	Pimpinella	Pimpinella saxifraga	900	75	realistic	2	8/17/2008 12:00:00 AM	
342	SchwaebischeAlb	AEG25	Pimpinella	Pimpinella saxifraga	330	28	succession	2	8/17/2008 12:00:00 AM	
343	SchwaebischeAlb	AEG25	Potentilla	Potentilla erecta	15	15	succession	2	8/17/2008 12:00:00 AM	
344	SchwaebischeAlb	AEG25	Prunella	Prunella vulgaris	4	2	managed	2	8/17/2008 12:00:00 AM	7/12/2008
345	SchwaebischeAlb	AEG25	Prunella	Prunella vulgaris	11	6	realistic	2	8/17/2008 12:00:00 AM	
346	SchwaebischeAlb	AEG25	Prunella	Prunella vulgaris	5	3	succession	2	8/17/2008 12:00:00 AM	
347	SchwaebischeAlb	AEG25	Scabiosa	Scabiosa columbaria	30	120	managed	2	8/17/2008 12:00:00 AM	7/12/2008
348	SchwaebischeAlb	AEG25	Scabiosa	Scabiosa columbaria	5	20	realistic	2	8/17/2008 12:00:00 AM	
349	SchwaebischeAlb	AEG25	Scabiosa	Scabiosa columbaria	10	40	succession	2	8/17/2008 12:00:00 AM	
350	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	30	4	managed	2	8/17/2008 12:00:00 AM	7/12/2008
351	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	20	3	realistic	2	8/17/2008 12:00:00 AM	
352	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	10	1	succession	2	8/17/2008 12:00:00 AM	
353	SchwaebischeAlb	AEG25	Trifolium	Trifolium pratense	10	20	managed	2	8/17/2008 12:00:00 AM	7/12/2008
354	SchwaebischeAlb	AEG25	Trifolium	Trifolium pratense	3	6	realistic	2	8/17/2008 12:00:00 AM	
355	SchwaebischeAlb	AEG25	Trifolium	Trifolium pratense	13	26	succession	2	8/17/2008 12:00:00 AM	
356	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	4	6	realistic	3	9/11/2008 12:00:00 AM	
357	SchwaebischeAlb	AEG25	Campanula	Campanula rotundifolia	13	20	succession	3	9/11/2008 12:00:00 AM	
358	SchwaebischeAlb	AEG25	Cirsium	Cirsium acaule	2	6	realistic	3	9/11/2008 12:00:00 AM	
359	SchwaebischeAlb	AEG25	Gentianella	Gentianella ciliata	1	4	managed	3	9/11/2008 12:00:00 AM	8/19/2008
360	SchwaebischeAlb	AEG25	Gentianella	Gentianella ciliata	4	16	realistic	3	9/11/2008 12:00:00 AM	
361	SchwaebischeAlb	AEG25	Geranium	Geranium robertianum	3	2	managed	3	9/11/2008 12:00:00 AM	8/19/2008
362	SchwaebischeAlb	AEG25	Leontodon	Leontodon autumnalis	5	15	managed	3	9/11/2008 12:00:00 AM	8/19/2008
363	SchwaebischeAlb	AEG25	Leontodon	Leontodon autumnalis	10	30	realistic	3	9/11/2008 12:00:00 AM	
364	SchwaebischeAlb	AEG25	Pimpinella	Pimpinella saxifraga	60	5	managed	3	9/11/2008 12:00:00 AM	8/19/2008
365	SchwaebischeAlb	AEG25	Pimpinella	Pimpinella saxifraga	120	10	realistic	3	9/11/2008 12:00:00 AM	
366	SchwaebischeAlb	AEG25	Pimpinella	Pimpinella saxifraga	80	7	succession	3	9/11/2008 12:00:00 AM	
367	SchwaebischeAlb	AEG25	Plantago	Plantago media	1	4	managed	3	9/11/2008 12:00:00 AM	8/19/2008
368	SchwaebischeAlb	AEG25	Prunella	Prunella vulgaris	3	2	managed	3	9/11/2008 12:00:00 AM	8/19/2008
369	SchwaebischeAlb	AEG25	Prunella	Prunella vulgaris	5	3	realistic	3	9/11/2008 12:00:00 AM	
370	SchwaebischeAlb	AEG25	Prunella	Prunella vulgaris	3	2	succession	3	9/11/2008 12:00:00 AM	
371	SchwaebischeAlb	AEG25	Scabiosa	Scabiosa columbaria	1	4	managed	3	9/11/2008 12:00:00 AM	8/19/2008
372	SchwaebischeAlb	AEG25	Scabiosa	Scabiosa columbaria	4	16	realistic	3	9/11/2008 12:00:00 AM	
373	SchwaebischeAlb	AEG25	Scabiosa	Scabiosa columbaria	4	16	succession	3	9/11/2008 12:00:00 AM	
374	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	15	2	managed	3	9/11/2008 12:00:00 AM	8/19/2008
375	SchwaebischeAlb	AEG25	Thymus	Thymus pulegioides	10	1	realistic	3	9/11/2008 12:00:00 AM	
376	SchwaebischeAlb	AEG26	Asperula	Asperula cynanchica	5	1	realistic	1	7/5/2008 12:00:00 AM	
377	SchwaebischeAlb	AEG26	Asperula	Asperula cynanchica	50	6	succession	1	7/5/2008 12:00:00 AM	
378	SchwaebischeAlb	AEG26	Euphrasia	Euphrasia officinalis	30	15	managed	1	7/5/2008 12:00:00 AM	
379	SchwaebischeAlb	AEG26	Galium	Galium verum	1200	133	realistic	1	7/5/2008 12:00:00 AM	
380	SchwaebischeAlb	AEG26	Galium	Galium verum	800	89	succession	1	7/5/2008 12:00:00 AM	
381	SchwaebischeAlb	AEG26	Leucanthemum	Leucanthemum vulgare agg.	18	74	realistic	1	7/5/2008 12:00:00 AM	
382	SchwaebischeAlb	AEG26	Lotus	Lotus corniculatus	69	69	managed	1	7/5/2008 12:00:00 AM	
383	SchwaebischeAlb	AEG26	Lotus	Lotus corniculatus	136	136	realistic	1	7/5/2008 12:00:00 AM	
384	SchwaebischeAlb	AEG26	Lotus	Lotus corniculatus	141	141	succession	1	7/5/2008 12:00:00 AM	
385	SchwaebischeAlb	AEG26	Prunella	Prunella grandiflora	44	22	managed	1	7/5/2008 12:00:00 AM	
386	SchwaebischeAlb	AEG26	Prunella	Prunella grandiflora	35	18	realistic	1	7/5/2008 12:00:00 AM	
387	SchwaebischeAlb	AEG26	Rhinanthus	Rhinanthus cf. glacialis	770	770	managed	1	7/5/2008 12:00:00 AM	
388	SchwaebischeAlb	AEG26	Rhinanthus	Rhinanthus cf. glacialis	18	18	realistic	1	7/5/2008 12:00:00 AM	
389	SchwaebischeAlb	AEG26	Rhinanthus	Rhinanthus cf. glacialis	270	270	succession	1	7/5/2008 12:00:00 AM	
390	SchwaebischeAlb	AEG26	Scabiosa	Scabiosa columbaria	5	20	managed	1	7/5/2008 12:00:00 AM	
391	SchwaebischeAlb	AEG26	Scabiosa	Scabiosa columbaria	2	8	realistic	1	7/5/2008 12:00:00 AM	
392	SchwaebischeAlb	AEG26	Thymus	Thymus pulegioides	65	8	managed	1	7/5/2008 12:00:00 AM	
393	SchwaebischeAlb	AEG26	Thymus	Thymus pulegioides	240	30	realistic	1	7/5/2008 12:00:00 AM	
394	SchwaebischeAlb	AEG26	Thymus	Thymus pulegioides	200	25	succession	1	7/5/2008 12:00:00 AM	
395	SchwaebischeAlb	AEG26	Trifolium	Trifolium pratense	225	450	managed	1	7/5/2008 12:00:00 AM	
396	SchwaebischeAlb	AEG26	Trifolium	Trifolium pratense	80	160	realistic	1	7/5/2008 12:00:00 AM	
397	SchwaebischeAlb	AEG26	Trifolium	Trifolium pratense	150	300	succession	1	7/5/2008 12:00:00 AM	
398	SchwaebischeAlb	AEG26	Trifolium	Trifolium repens	6	12	managed	1	7/5/2008 12:00:00 AM	
399	SchwaebischeAlb	AEG26	Trifolium	Trifolium repens	21	42	succession	1	7/5/2008 12:00:00 AM	
400	SchwaebischeAlb	AEG26	Campanula	Campanula rotundifolia	3	5	managed	2	8/9/2008 12:00:00 AM	7/12/2008
401	SchwaebischeAlb	AEG26	Campanula	Campanula rotundifolia	15	23	realistic	2	8/9/2008 12:00:00 AM	
402	SchwaebischeAlb	AEG26	Campanula	Campanula rotundifolia	56	84	succession	2	8/9/2008 12:00:00 AM	
403	SchwaebischeAlb	AEG26	Carlina	Carlina acaulis	1	10	succession	2	8/9/2008 12:00:00 AM	
404	SchwaebischeAlb	AEG26	Cirsium	Cirsium acaule	55	165	managed	2	8/9/2008 12:00:00 AM	7/12/2008
405	SchwaebischeAlb	AEG26	Cirsium	Cirsium acaule	4	12	realistic	2	8/9/2008 12:00:00 AM	
406	SchwaebischeAlb	AEG26	Cirsium	Cirsium acaule	13	39	realistic	2	8/9/2008 12:00:00 AM	
407	SchwaebischeAlb	AEG26	Cirsium	Cirsium acaule	2	6	succession	2	8/9/2008 12:00:00 AM	
408	SchwaebischeAlb	AEG26	Euphrasia	Euphrasia officinalis	170	85	managed	2	8/9/2008 12:00:00 AM	7/12/2008
409	SchwaebischeAlb	AEG26	Euphrasia	Euphrasia officinalis	40	20	realistic	2	8/9/2008 12:00:00 AM	
410	SchwaebischeAlb	AEG26	Hieracium	Hieracium pilosella	3	6	realistic	2	8/9/2008 12:00:00 AM	
411	SchwaebischeAlb	AEG26	Hypericum	Hypericum perforatum	15	8	realistic	2	8/9/2008 12:00:00 AM	
412	SchwaebischeAlb	AEG26	Hypochaeris	Hypochaeris radicata	20	40	managed	2	8/9/2008 12:00:00 AM	7/12/2008
413	SchwaebischeAlb	AEG26	Hypochaeris	Hypochaeris radicata	12	24	realistic	2	8/9/2008 12:00:00 AM	
414	SchwaebischeAlb	AEG26	Lotus	Lotus corniculatus	55	55	managed	2	8/9/2008 12:00:00 AM	7/12/2008
415	SchwaebischeAlb	AEG26	Lotus	Lotus corniculatus	30	30	realistic	2	8/9/2008 12:00:00 AM	
416	SchwaebischeAlb	AEG26	Lotus	Lotus corniculatus	70	70	succession	2	8/9/2008 12:00:00 AM	
417	SchwaebischeAlb	AEG26	Pimpinella	Pimpinella saxifraga	50	4	managed	2	8/9/2008 12:00:00 AM	7/12/2008
418	SchwaebischeAlb	AEG26	Pimpinella	Pimpinella saxifraga	1250	104	realistic	2	8/9/2008 12:00:00 AM	
419	SchwaebischeAlb	AEG26	Pimpinella	Pimpinella saxifraga	480	40	succession	2	8/9/2008 12:00:00 AM	
420	SchwaebischeAlb	AEG26	Plantago	Plantago lanceolata	5	10	managed	2	8/9/2008 12:00:00 AM	7/12/2008
421	SchwaebischeAlb	AEG26	Prunella	Prunella grandiflora	80	40	managed	2	8/9/2008 12:00:00 AM	7/12/2008
422	SchwaebischeAlb	AEG26	Prunella	Prunella grandiflora	50	25	realistic	2	8/9/2008 12:00:00 AM	
423	SchwaebischeAlb	AEG26	Prunella	Prunella grandiflora	10	5	succession	2	8/9/2008 12:00:00 AM	
424	SchwaebischeAlb	AEG26	Rhinanthus	Rhinanthus cf. glacialis	190	190	managed	2	8/9/2008 12:00:00 AM	7/12/2008
425	SchwaebischeAlb	AEG26	Rhinanthus	Rhinanthus cf. glacialis	450	450	realistic	2	8/9/2008 12:00:00 AM	
426	SchwaebischeAlb	AEG26	Rhinanthus	Rhinanthus cf. glacialis	300	300	succession	2	8/9/2008 12:00:00 AM	
427	SchwaebischeAlb	AEG26	Scabiosa	Scabiosa columbaria	5	20	managed	2	8/9/2008 12:00:00 AM	7/12/2008
428	SchwaebischeAlb	AEG26	Scabiosa	Scabiosa columbaria	6	24	realistic	2	8/9/2008 12:00:00 AM	
429	SchwaebischeAlb	AEG26	Scabiosa	Scabiosa columbaria	11	44	succession	2	8/9/2008 12:00:00 AM	
430	SchwaebischeAlb	AEG26	Thymus	Thymus pulegioides	10	1	managed	2	8/9/2008 12:00:00 AM	7/12/2008
431	SchwaebischeAlb	AEG26	Thymus	Thymus pulegioides	35	4	realistic	2	8/9/2008 12:00:00 AM	
432	SchwaebischeAlb	AEG26	Thymus	Thymus pulegioides	28	4	succession	2	8/9/2008 12:00:00 AM	
433	SchwaebischeAlb	AEG26	Trifolium	Trifolium pratense	50	100	managed	2	8/9/2008 12:00:00 AM	7/12/2008
434	SchwaebischeAlb	AEG26	Trifolium	Trifolium pratense	25	50	realistic	2	8/9/2008 12:00:00 AM	
435	SchwaebischeAlb	AEG26	Trifolium	Trifolium pratense	35	70	succession	2	8/9/2008 12:00:00 AM	
436	SchwaebischeAlb	AEG26	Trifolium	Trifolium repens	2	4	managed	2	8/9/2008 12:00:00 AM	7/12/2008
437	SchwaebischeAlb	AEG26	Trifolium	Trifolium repens	3	6	succession	2	8/9/2008 12:00:00 AM	
438	SchwaebischeAlb	AEG27	Anthyllis	Anthyllis vulneraria	20	5	managed	1	6/30/2008 12:00:00 AM	
439	SchwaebischeAlb	AEG27	Anthyllis	Anthyllis vulneraria	130	33	succession	1	6/30/2008 12:00:00 AM	
440	SchwaebischeAlb	AEG27	Asperula	Asperula cynanchica	60	8	managed	1	6/30/2008 12:00:00 AM	
441	SchwaebischeAlb	AEG27	Asperula	Asperula cynanchica	30	4	succession	1	6/30/2008 12:00:00 AM	
442	SchwaebischeAlb	AEG27	Campanula	Campanula rotundifolia	6	9	realistic	1	6/30/2008 12:00:00 AM	
443	SchwaebischeAlb	AEG27	Galium	Galium verum	88	10	realistic	1	6/30/2008 12:00:00 AM	
444	SchwaebischeAlb	AEG27	Hypericum	Hypericum perforatum	3	2	managed	1	6/30/2008 12:00:00 AM	
445	SchwaebischeAlb	AEG27	Hypericum	Hypericum perforatum	6	12	realistic	1	6/30/2008 12:00:00 AM	
446	SchwaebischeAlb	AEG27	Leucanthemum	Leucanthemum vulgare agg.	120	480	managed	1	6/30/2008 12:00:00 AM	
447	SchwaebischeAlb	AEG27	Leucanthemum	Leucanthemum vulgare agg.	45	180	realistic	1	6/30/2008 12:00:00 AM	
448	SchwaebischeAlb	AEG27	Leucanthemum	Leucanthemum vulgare agg.	130	65	succession	1	6/30/2008 12:00:00 AM	
449	SchwaebischeAlb	AEG27	Lotus	Lotus corniculatus	46	46	managed	1	6/30/2008 12:00:00 AM	
450	SchwaebischeAlb	AEG27	Lotus	Lotus corniculatus	10	10	realistic	1	6/30/2008 12:00:00 AM	
451	SchwaebischeAlb	AEG27	Lotus	Lotus corniculatus	82	82	succession	1	6/30/2008 12:00:00 AM	
452	SchwaebischeAlb	AEG27	Ononis	Ononis repens	12	24	managed	1	6/30/2008 12:00:00 AM	
453	SchwaebischeAlb	AEG27	Ononis	Ononis repens	3	6	realistic	1	6/30/2008 12:00:00 AM	
454	SchwaebischeAlb	AEG27	Prunella	Prunella grandiflora	153	77	managed	1	6/30/2008 12:00:00 AM	
455	SchwaebischeAlb	AEG27	Prunella	Prunella grandiflora	206	103	realistic	1	6/30/2008 12:00:00 AM	
456	SchwaebischeAlb	AEG27	Prunella	Prunella grandiflora	86	43	succession	1	6/30/2008 12:00:00 AM	
457	SchwaebischeAlb	AEG27	Thymus	Thymus pulegioides	780	98	managed	1	6/30/2008 12:00:00 AM	
458	SchwaebischeAlb	AEG27	Thymus	Thymus pulegioides	350	44	realistic	1	6/30/2008 12:00:00 AM	
459	SchwaebischeAlb	AEG27	Thymus	Thymus pulegioides	2400	300	succession	1	6/30/2008 12:00:00 AM	
